surface_habitable_logement,annee_construction,periode_construction,type_batiment,type_energie_principale_chauffage,type_generateur_chauffage_principal,emission_ges_chauffage,emission_ges_ecs,emission_ges_eclairage,emission_ges_5_usages,emission_ges_5_usages_par_m2,etiquette_ges,code_postal_ban,nom_commune_ban
95.5,1905.0,avant 1948,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,3776.6,529.7,12.0,4375.8,45.8,D,57500.0,Saint-Avold
84.3,1960.0,1948-1974,maison,Gaz naturel,Chaudière gaz standard 2001-2015,5173.2,442.7,11.0,5648.2,66.9,E,62410.0,Wingles
41.3,1900.0,avant 1948,appartement,Électricité,Radiateur électrique à accumulation,225.7,117.0,5.2,369.0,8.9,B,89000.0,Auxerre
65.0,1989.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",211.9,109.7,8.5,357.7,5.0,A,34790.0,Grabels
72.9,2008.0,2006-2012,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,1328.5,453.7,9.4,1830.6,25.0,C,69630.0,Chaponost
63.6,2005.0,2001-2005,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,1103.8,160.5,8.3,1308.7,20.5,C,59000.0,Lille
40.9,2011.0,2006-2012,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",134.2,99.5,5.2,254.8,6.0,B,74100.0,Étrembières
129.0,1949.0,1948-1974,maison,Fioul domestique,Chaudière fioul classique 1981-1990,21.6,1.4,0.2,12244.7,94.9,F,12370.0,Murasson
83.5,1975.0,1975-1977,appartement,Réseau de Chauffage urbain,Chaudière(s) gaz multi bâtiment modélisée comme un réseau de chaleur,1236.9,149.8,11.4,1439.9,17.0,C,33530.0,Bassens
35.0,1975.0,1975-1977,appartement,Gaz naturel,Chaudière gaz classique 1981-1985,839.5,1096.8,4.5,1951.2,55.0,E,71100.0,Chalon-sur-Saône
93.5,1987.0,1983-1988,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",624.7,144.8,12.2,818.0,8.7,B,78200.0,Mantes-la-Jolie
52.9,1980.0,1978-1982,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,249.4,612.6,6.8,889.4,16.8,C,71000.0,Mâcon
79.0,1961.0,1948-1974,appartement,Réseau de Chauffage urbain,réseau de chaleur non répertorié ou inconnu,1078.4,949.6,3.0,1781.3,22.5,C,93160.0,Noisy-le-Grand
62.0,,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,1580.0,366.1,7.8,1969.3,31.0,D,88300.0,Neufchâteau
29.0,1947.0,avant 1948,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",51.5,80.5,3.8,135.8,4.0,A,6500.0,Menton
129.8,2021.0,après 2021,maison,Électricité,PAC air/air installée à partir de 2015,188.6,148.1,16.3,361.3,2.0,A,67660.0,Betschdorf
29.8,,1978-1982,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",164.5,86.4,3.9,254.8,8.0,B,20166.0,Grosseto-Prugna
50.4,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz basse température après 2015,1935.0,429.2,6.9,2401.0,47.0,D,65000.0,Tarbes
79.0,1971.0,1948-1974,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",401.2,425.4,10.3,836.6,10.5,B,30240.0,Le Grau-du-Roi
135.0,1990.0,1989-2000,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",838.1,165.8,17.7,1040.9,7.7,B,83250.0,La Londe-les-Maures
39.7,1947.0,avant 1948,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",293.7,120.6,5.4,419.8,10.0,B,4370.0,Colmars
61.4,,1989-2000,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",194.4,95.8,8.0,324.4,5.0,A,13300.0,Salon-de-Provence
53.5,1965.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard après 2015,2251.5,378.7,7.0,2648.9,49.0,D,92160.0,Antony
80.7,2013.0,2013-2021,maison,Électricité,PAC air/air installée à partir de 2015,178.5,28.2,10.6,238.4,2.0,A,11170.0,Pezens
122.5,1978.0,1978-1982,maison,Électricité,Autres émetteurs à effet joule,2096.8,124.2,16.0,2237.2,18.2,C,66500.0,Taurinya
57.0,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1742.4,408.4,7.8,2169.1,38.0,D,33400.0,Talence
28.8,1945.0,avant 1948,appartement,Électricité,Autres émetteurs à effet joule,384.2,82.9,3.8,470.8,16.3,C,75017.0,Paris
62.8,2010.0,2006-2012,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,608.5,386.3,8.1,1037.8,16.0,C,21000.0,Dijon
68.0,1970.0,1948-1974,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,2066.5,416.3,9.3,2502.8,36.7,D,64140.0,Billère
48.0,1975.0,1975-1977,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,385.7,73.1,6.4,481.7,10.0,B,69120.0,Vaulx-en-Velin
129.0,1980.0,1978-1982,maison,Électricité,PAC air/eau installée après 2017,268.4,171.7,16.2,486.3,3.7,A,90400.0,Dorans
65.0,1948.0,1948-1974,appartement,GPL,Chaudière gpl/propane/butane standard 1991-2000,2150.3,531.3,8.8,2700.9,41.0,D,32120.0,Puycasquier
15.6,1900.0,avant 1948,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",52.5,71.5,2.1,135.1,8.6,B,37000.0,Tours
45.5,1948.0,1948-1974,maison,Gaz naturel,Chaudière gaz basse température 2001-2015,2200.0,411.0,5.7,2629.5,57.0,E,45100.0,Orléans
40.5,1947.0,avant 1948,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",238.2,74.7,5.4,326.6,8.0,B,72550.0,Coulans-sur-Gée
31.0,1989.0,1989-2000,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",97.9,89.9,4.1,202.8,6.0,A,49100.0,Angers
73.0,1947.0,avant 1948,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",565.8,140.5,9.2,746.6,10.0,B,,
84.1,2009.0,2006-2012,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",519.3,128.3,11.2,695.2,8.0,B,41250.0,Bracieux
57.7,2010.0,2006-2012,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",106.5,99.2,7.9,235.0,4.0,A,64700.0,Hendaye
37.0,2010.0,2006-2012,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",237.9,98.4,5.0,362.6,9.8,B,47000.0,Agen
90.3,1947.0,avant 1948,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,9234.4,515.0,11.6,9790.9,108.0,G,42300.0,Roanne
230.0,1947.0,avant 1948,maison,Électricité,PAC air/eau installée entre 2008 et 2014,1038.3,205.1,30.6,1291.1,5.0,A,53200.0,Châtelain
88.0,1947.0,avant 1948,appartement,Électricité,Chaudière gaz à condensation 2001-2015,3757.8,555.8,11.1,4352.0,49.0,D,67340.0,Ingwiller
28.5,1947.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",129.4,90.7,3.6,223.7,7.0,B,8000.0,Charleville-Mézières
20.0,,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",45.8,72.6,2.6,129.6,6.0,A,35000.0,Rennes
32.8,1976.0,1975-1977,appartement,Gaz naturel,Chaudière gaz classique avant 1981,928.4,439.9,4.3,1404.8,42.0,D,59800.0,Lille
87.9,2001.0,2001-2005,maison,Électricité,Chaudière gaz à condensation 2001-2015,7.7,2.4,0.1,2549.1,29.0,C,62221.0,Noyelles-sous-Lens
42.0,1947.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",202.3,107.8,5.5,333.4,7.0,B,59240.0,Dunkerque
17.0,2006.0,2006-2012,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",42.6,164.7,2.2,216.2,12.0,B,69007.0,Lyon
97.0,1982.0,1978-1982,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,242.5,303.0,3.7,517.0,5.3,A,95100.0,Argenteuil
28.1,1990.0,1989-2000,appartement,Électricité,PAC air/air installée à partir de 2015,50.9,65.8,3.7,129.2,4.0,A,66700.0,Argelès-sur-Mer
127.2,1989.0,1989-2000,maison,Électricité,Autres émetteurs à effet joule,976.9,152.9,17.3,1183.1,9.3,B,64140.0,Lons
16.9,2006.0,2006-2012,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",45.9,164.6,2.2,219.3,12.0,B,69007.0,Lyon
16.4,1965.0,1948-1974,appartement,Fioul domestique,Chaudière fioul à condensation après 2015,306.2,356.7,2.1,686.3,41.0,D,73120.0,Courchevel
108.6,1960.0,1948-1974,maison,Fioul domestique,Chaudière fioul standard 1991-2015,4156.1,168.4,14.2,4371.2,40.2,D,35450.0,Val-d'Izé
219.0,1989.0,1989-2000,maison,Gaz naturel,Chaudière gaz standard 2001-2015,4422.9,750.3,28.6,5259.1,24.0,C,62370.0,Audruicq
16.0,2006.0,2006-2012,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,155.6,561.9,2.1,727.0,45.0,D,75012.0,Paris
37.1,1982.0,1978-1982,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",108.3,105.7,5.1,234.9,6.0,A,65170.0,Saint-Lary-Soulan
39.0,1997.0,1989-2000,appartement,Électricité,PAC air/air installée à partir de 2015,49.7,95.6,5.1,182.2,4.6,A,6520.0,Grasse
129.0,1948.0,1948-1974,maison,Gaz naturel,Chaudière gaz à condensation après 2015,5959.8,431.7,17.6,6435.8,49.0,D,32460.0,Le Houga
33.1,1961.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,321.3,425.4,1.3,635.9,19.1,C,91350.0,Grigny
81.8,,2001-2005,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,572.6,483.4,10.7,13.4,13.3,C,92190.0,Meudon
51.3,1947.0,avant 1948,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",214.6,107.9,6.8,365.8,7.0,B,85000.0,La Roche-sur-Yon
139.2,1947.0,avant 1948,maison,Électricité,"radiateur électrique NFC, NF** et NF***",2034.3,136.4,18.5,2189.6,15.7,C,18600.0,Neuvy-le-Barrois
68.3,2001.0,2001-2005,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1071.3,448.8,8.9,1568.2,22.0,C,35510.0,Cesson-Sévigné
83.8,2015.0,2013-2021,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,1372.6,492.2,10.9,1903.1,22.7,C,93100.0,Montreuil
122.5,1948.0,1948-1974,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",1224.2,130.9,15.7,1370.9,11.0,C,23290.0,Fursac
31.1,1947.0,avant 1948,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",255.6,75.6,4.1,335.2,10.0,B,75012.0,Paris
70.6,2008.0,2006-2012,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,2008.7,460.7,9.1,2516.9,35.0,D,69700.0,Loire-sur-Rhône
55.6,1947.0,avant 1948,maison,Électricité,Radiateur électrique à accumulation,990.7,100.2,7.6,1098.4,19.0,C,48500.0,La Canourgue
46.5,1980.0,1978-1982,appartement,Gaz naturel,Chaudière gaz classique avant 1981,2942.2,762.8,6.1,3720.9,80.0,F,66100.0,Perpignan
79.1,1980.0,1978-1982,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,3134.9,542.3,10.4,3737.5,47.2,D,6210.0,Mandelieu-la-Napoule
124.1,2006.0,2006-2012,maison,Électricité,Plancher ou plafond rayonnant électrique avec régulation terminale,691.1,158.1,15.6,901.3,7.0,B,52230.0,Poissons
231.8,1947.0,avant 1948,maison,Bois – Bûches,Chaudière bois bûche 2018-2019,952.1,213.1,29.1,1210.2,5.0,A,58470.0,Gimouille
45.0,,2013-2021,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,895.6,129.3,6.0,1047.6,23.0,C,18230.0,Saint-Doulchard
80.0,,1978-1982,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,172.9,130.8,10.3,327.7,4.0,A,13127.0,Vitrolles
67.8,,1948-1974,appartement,Électricité,Chaudière électrique,571.6,92.7,8.7,717.5,10.0,B,69400.0,Villefranche-sur-Saône
42.0,1947.0,avant 1948,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",191.5,109.3,5.5,306.3,7.0,B,2400.0,Château-Thierry
67.4,1990.0,1989-2000,appartement,Électricité,PAC air/air installée à partir de 2015,266.2,125.7,8.8,430.8,6.3,B,6150.0,Cannes
25.0,1994.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",108.5,59.7,3.3,182.1,7.0,B,50130.0,Cherbourg-en-Cotentin
128.0,1900.0,avant 1948,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",15.8,1.3,0.2,1605.1,12.5,C,24500.0,Saint-Aubin-de-Cadelech
74.0,1960.0,1948-1974,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",423.0,121.0,9.7,556.5,7.5,B,20090.0,Ajaccio
80.0,1961.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,89.5,84.7,3.0,192.4,2.4,A,94380.0,Bonneuil-sur-Marne
94.9,1947.0,avant 1948,maison,Électricité,"radiateur électrique NFC, NF** et NF***",1062.7,139.7,12.6,1215.3,12.8,C,79310.0,La Boissière-en-Gâtine
127.0,1993.0,1989-2000,maison,Électricité,PAC air/air installée à partir de 2015,599.1,159.2,17.3,914.7,7.0,B,31310.0,Montesquieu-Volvestre
37.1,1996.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",235.6,111.9,4.8,371.0,10.0,B,92600.0,Asnières-sur-Seine
22.4,,1983-1988,appartement,Électricité,Autres émetteurs à effet joule,120.5,76.4,2.9,209.3,9.0,B,78120.0,Rambouillet
239.7,1947.0,avant 1948,appartement,Électricité,PAC air/air installée à partir de 2015,233.6,217.6,32.6,634.3,2.0,A,33140.0,Villenave-d'Ornon
57.9,2009.0,2006-2012,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",183.0,113.8,7.7,289.7,5.0,A,37100.0,Tours
63.6,,1948-1974,appartement,Gaz naturel,Chaudière gaz classique avant 1981,1675.7,157.7,8.3,1850.3,29.0,C,13400.0,Aubagne
71.7,1948.0,1948-1974,appartement,Électricité,PAC air/air installée à partir de 2015,117.0,121.5,9.4,258.6,3.0,A,34200.0,Sète
109.0,2006.0,2006-2012,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",518.0,170.2,14.5,739.0,6.7,B,49120.0,Chemillé-en-Anjou
157.5,,avant 1948,maison,Gaz naturel,Chaudière gaz standard 1991-2000,4947.1,804.8,19.8,5784.5,36.0,D,68760.0,Willer-sur-Thur
19.8,1947.0,avant 1948,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",93.4,95.0,2.6,191.0,9.0,B,75017.0,Paris
20.1,1989.0,1989-2000,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",44.3,61.0,2.7,116.5,5.0,A,85000.0,La Roche-sur-Yon
49.6,1990.0,1989-2000,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",138.0,116.5,6.5,248.0,5.0,A,50440.0,Beaumont-Hague
93.3,1980.0,1978-1982,maison,Électricité,Chaudière électrique,466.9,130.8,12.2,559.9,6.0,B,76190.0,Auzebosc
154.0,1929.0,avant 1948,maison,Électricité,Radiateur électrique à accumulation,651.3,174.4,20.1,845.5,5.4,A,62123.0,Wanquetin
45.8,1960.0,1948-1974,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",669.8,95.1,6.0,770.8,16.0,C,94310.0,Orly
170.0,2001.0,2001-2005,maison,Gaz naturel,Chaudière gaz à condensation après 2015,2783.7,646.2,21.8,3562.3,20.0,C,1150.0,Lagnieu
110.2,1970.0,1948-1974,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",1157.0,177.6,14.4,1349.6,12.2,C,66120.0,Font-Romeu-Odeillo-Via
55.0,1960.0,1948-1974,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,1159.3,1454.8,7.3,2660.9,48.3,D,72000.0,Le Mans
25.2,,avant 1948,maison,Électricité,Radiateur électrique à accumulation,375.2,99.4,3.3,477.9,18.0,C,80290.0,Morvillers-Saint-Saturnin
181.4,2005.0,2006-2012,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,1610.7,188.8,23.3,1933.8,10.0,B,25400.0,Audincourt
29.2,1984.0,1983-1988,appartement,Électricité,Radiateur électrique à accumulation,3.3,5.8,0.1,254.4,8.7,B,73700.0,Bourg-Saint-Maurice
78.6,1960.0,1948-1974,appartement,Gaz naturel,Chaudière gaz classique avant 1981,4196.8,828.7,10.1,5052.9,64.0,E,69008.0,Lyon
55.0,1947.0,avant 1948,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,1619.7,379.6,7.2,2018.8,36.0,D,59100.0,Roubaix
80.7,1961.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,530.5,1091.9,3.2,1352.6,16.8,C,77400.0,Thorigny-sur-Marne
163.2,1949.0,avant 1948,maison,Électricité,PAC air/eau installée entre 2008 et 2014,1.8,1.6,0.1,1398.5,8.5,B,30260.0,Corconne
21.6,1974.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,672.0,641.5,2.8,1327.4,61.5,E,75018.0,Paris
44.7,1983.0,1983-1988,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",386.7,116.3,5.8,508.8,11.0,C,93240.0,Stains
51.2,1981.0,1978-1982,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",304.3,132.5,6.7,469.8,9.1,B,62690.0,Aubigny-en-Artois
71.0,1947.0,avant 1948,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,6159.3,111.2,9.5,6305.1,88.0,F,72310.0,La Chapelle-Huon
88.0,2003.0,2001-2005,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",267.2,129.5,11.7,436.5,4.9,A,49630.0,Mazé-Milon
37.0,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,1191.4,285.2,4.6,1488.6,40.0,D,75012.0,Paris
52.1,2001.0,2001-2005,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,2030.9,448.7,6.7,2529.2,48.0,D,1580.0,Izernore
24.4,2009.0,2006-2012,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,688.0,328.7,3.1,1039.0,42.5,D,69008.0,Lyon
66.9,2004.0,2001-2005,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",124.8,131.3,9.1,286.9,4.2,A,31240.0,L'Union
26.2,2002.0,2001-2005,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",5.5,4.4,0.1,250.8,9.5,B,14150.0,Ouistreham
111.2,1948.0,1948-1974,maison,Gaz naturel,Chaudière gaz classique 1981-1985,6719.6,719.3,14.5,7472.7,67.0,E,29000.0,Quimper
162.0,1980.0,1978-1982,maison,Bois – Granulés (pellets) ou briquettes,Poêle à granulés installée avant 2012 ou sans label flamme verte,540.4,161.3,21.6,648.0,4.0,A,86800.0,Lavoux
141.6,1947.0,avant 1948,appartement,Électricité,Radiateur électrique à accumulation,1290.0,193.2,18.5,1546.9,10.0,B,75005.0,Paris
28.5,1960.0,1948-1974,appartement,Électricité,Radiateur électrique à accumulation,166.7,99.7,3.7,278.0,9.7,B,91400.0,Orsay
83.0,2013.0,2013-2021,maison,Gaz naturel,Chaudière gaz à condensation après 2015,1979.6,379.4,10.4,2388.9,28.0,C,74140.0,Sciez
23.9,1948.0,1948-1974,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",113.0,82.1,3.1,202.5,8.4,B,66000.0,Perpignan
54.0,2005.0,2001-2005,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,5.6,2.2,0.1,1242.0,23.0,C,34800.0,Clermont-l'Hérault
83.5,1947.0,avant 1948,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,2125.8,499.9,10.7,2688.0,32.0,D,42650.0,Saint-Jean-Bonnefonds
19.7,1949.0,1948-1974,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",395.4,94.1,2.6,499.0,25.2,C,76100.0,Rouen
14.0,1948.0,1948-1974,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",78.5,61.2,1.8,144.0,10.0,B,54500.0,Vand uvre-lès-Nancy
72.6,1948.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,472.5,161.1,9.7,684.8,9.0,B,37700.0,Saint-Pierre-des-Corps
19.0,,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",99.4,69.0,2.6,171.0,9.0,B,33300.0,Bordeaux
20.5,1989.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",59.4,83.1,2.7,153.9,7.0,A,14160.0,Dives-sur-Mer
61.0,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,398.7,356.8,8.3,787.0,12.0,C,47800.0,Miramont-de-Guyenne
93.4,1978.0,1978-1982,appartement,Gaz naturel,Chaudière gaz basse température après 2015,1487.4,477.9,12.2,2028.5,21.0,C,6510.0,Carros
93.0,1949.0,1948-1974,maison,Fioul domestique,Chaudière fioul standard 1991-2015,9919.0,744.3,11.9,10691.6,115.0,G,69400.0,Limas
60.0,1997.0,1989-2000,maison,Fioul domestique,Poêle fioul ou GPL ou charbon,7929.2,113.6,7.8,8050.8,134.1,G,62370.0,Guemps
70.0,1998.0,1989-2000,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",5.6,2.1,0.2,560.0,8.0,B,17640.0,Vaux-sur-Mer
107.0,,avant 1948,maison,Bois – Bûches,Chaudière bois bûche avant 1978,3645.9,124.2,14.2,3843.5,35.0,D,18400.0,Lunery
59.6,2009.0,2006-2012,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",265.2,129.9,7.9,422.1,7.0,B,17300.0,Rochefort
40.5,1948.0,1948-1974,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",303.8,111.9,5.2,420.8,10.0,B,74100.0,Annemasse
96.1,1900.0,avant 1948,maison,Électricité,PAC air/air installée à partir de 2015,6.6,1.5,0.1,784.5,8.1,B,34070.0,Montpellier
32.6,1994.0,1989-2000,maison,Électricité,PAC air/air installée à partir de 2015,58.1,54.5,4.3,153.4,4.0,A,34110.0,Frontignan
127.1,1988.0,1983-1988,maison,Électricité,PAC air/air installée à partir de 2015,344.9,142.2,16.6,522.3,4.1,A,20140.0,Serra-di-Ferro
36.4,1997.0,1989-2000,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1209.5,1060.7,4.8,2286.1,62.8,E,72000.0,Le Mans
249.5,1947.0,avant 1948,maison,Fioul domestique,Chaudière fioul standard 1991-2015,9175.1,1211.9,32.0,10444.5,41.0,D,1990.0,Saint-Trivier-sur-Moignans
106.0,,avant 1948,maison,Bois – Bûches,Poêle bûche installé entre 1990 et 2004,1196.9,140.2,13.6,1350.7,12.0,C,21360.0,Aubaine
103.7,2006.0,2006-2012,maison,Gaz naturel,Chaudière gaz standard 2001-2015,3200.6,454.0,14.1,3718.8,35.0,D,26200.0,Montélimar
160.0,1947.0,avant 1948,maison,Fioul domestique,Chaudière fioul standard 1991-2015,17319.9,883.7,20.9,18260.1,114.0,G,60820.0,Boran-sur-Oise
110.0,1947.0,avant 1948,maison,Bois – Bûches,Poêle bûche installé entre 1990 et 2004,1187.0,423.8,14.6,1625.5,14.0,C,16270.0,Terres-de-Haute-Charente
34.0,1945.0,avant 1948,appartement,Électricité,Autres émetteurs à effet joule,258.1,117.0,4.4,405.6,11.9,B,38000.0,Grenoble
62.0,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1969.0,423.3,8.1,2409.6,38.0,D,83200.0,Toulon
124.9,1947.0,avant 1948,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,5465.9,705.9,16.0,6200.8,49.0,D,39000.0,Lons-le-Saunier
67.7,1975.0,1975-1977,appartement,Gaz naturel,Chaudière gaz basse température 1991-2000,734.8,616.6,8.8,1382.9,20.4,C,76170.0,Lillebonne
